date,city,month,day_of_week,season,disruption_type,severity,duration_hours,rainfall_mm,temperature_c,aqi,wind_speed_ms,riders_affected,total_payout_inr,actual_value,threshold,has_disruption
2025-09-24,Bangalore,9,2,monsoon,HeavyRain,Moderate,2.4,30.0,28.5,40.0,1.6,20,14240,30.0,64.0,1
2024-09-19,Chennai,9,3,monsoon,SocialDisruption,Severe,8.4,126.4,32.6,86.0,2.6,9,6948,10.67,4.0,1
2023-06-07,Bangalore,6,2,monsoon,SocialDisruption,Extreme,12.1,198.6,26.2,47.0,0.8,11,19547,14.86,4.0,1
2025-11-25,Kolkata,11,1,winter,SevereAQI,Extreme,4.7,16.9,20.1,540.0,2.0,10,13090,540.27,400.0,1
2025-04-26,Delhi,4,5,summer,SevereAQI,Severe,7.2,32.1,40.7,503.0,1.5,10,10450,502.69,400.0,1
2024-07-09,Mumbai,7,1,monsoon,SevereAQI,Moderate,11.1,393.5,33.7,404.0,3.2,14,9436,404.3,400.0,1
2025-01-15,Delhi,1,2,winter,SocialDisruption,Severe,5.1,12.7,25.9,508.0,1.9,13,9984,11.22,4.0,1
2023-11-16,Chennai,11,3,winter,HeavyRain,Severe,3.9,98.1,29.7,136.0,5.0,18,30492,98.15,64.0,1
2025-12-01,Ahmedabad,12,0,winter,Flooding,Moderate,9.7,7.8,16.5,169.0,6.9,9,5544,7.84,6.0,1
2023-03-06,Chennai,3,0,summer,SevereAQI,Severe,9.3,77.7,41.1,500.0,4.3,9,11115,499.63,400.0,1
2023-09-28,Mumbai,9,3,monsoon,SocialDisruption,Moderate,9.0,786.2,30.2,83.0,3.3,11,7601,8.4,4.0,1
2025-09-11,Ahmedabad,9,3,monsoon,SevereAQI,Moderate,3.9,56.6,28.8,435.0,2.0,12,12924,435.16,400.0,1
2024-03-15,Ahmedabad,3,4,summer,ExtremeHeat,Severe,12.2,3.7,48.4,94.0,3.8,13,22672,48.42,48.0,1
2025-12-23,Chennai,12,1,winter,SevereAQI,Moderate,6.5,216.1,20.9,400.0,5.7,4,3456,400.0,400.0,1
2024-01-08,Mumbai,1,0,winter,SocialDisruption,Moderate,7.0,17.8,24.6,142.0,5.6,10,16830,7.78,4.0,1
2025-02-07,Jaipur,2,4,winter,HeavyRain,Moderate,9.8,31.7,10.0,132.0,4.6,10,14390,31.72,64.0,1
2024-04-08,Delhi,4,0,summer,SocialDisruption,Moderate,5.2,16.8,40.6,209.0,4.3,11,12595,8.22,4.0,1
2025-12-08,Mumbai,12,0,winter,HeavyRain,Moderate,8.7,37.4,21.3,135.0,4.0,15,14910,37.36,64.0,1
2025-06-05,Delhi,6,3,monsoon,SocialDisruption,Moderate,7.0,34.0,30.7,101.0,7.0,7,8512,7.43,4.0,1
2023-04-08,Pune,4,5,summer,SevereAQI,Moderate,6.3,15.0,34.1,400.0,1.6,7,9933,400.0,400.0,1
2024-07-07,Hyderabad,7,6,monsoon,Flooding,Moderate,6.2,6.0,28.0,102.0,1.2,9,14634,6.0,6.0,1
2024-01-18,Bangalore,1,3,winter,SocialDisruption,Moderate,4.4,29.1,19.0,77.0,3.3,13,13520,9.32,4.0,1
2024-11-16,Chennai,11,5,winter,HeavyRain,Moderate,9.2,32.5,28.2,120.0,4.6,4,5420,32.49,64.0,1
2024-10-03,Mumbai,10,3,summer,HeavyRain,Moderate,8.7,41.2,33.1,93.0,1.7,10,13600,41.24,64.0,1
2024-04-12,Jaipur,4,4,summer,SevereAQI,Moderate,8.6,1.4,35.8,400.0,6.6,11,14773,400.0,400.0,1
2023-07-04,Bangalore,7,1,monsoon,SocialDisruption,Moderate,3.5,138.1,22.1,72.0,5.2,6,8592,7.31,4.0,1
2024-04-01,Mumbai,4,0,summer,ExtremeHeat,Moderate,9.6,9.8,43.0,83.0,4.9,13,9425,43.0,48.0,1
2023-06-06,Delhi,6,1,monsoon,SocialDisruption,Moderate,12.4,216.5,33.2,88.0,3.2,9,8082,4.42,4.0,1
2025-07-31,Chennai,7,3,monsoon,SevereAQI,Severe,6.3,122.0,31.7,461.0,4.9,14,20020,461.0,400.0,1
2024-04-01,Mumbai,4,0,summer,ExtremeHeat,Moderate,2.0,21.0,45.0,127.0,5.8,21,17619,45.02,48.0,1
2023-08-23,Mumbai,8,2,monsoon,HeavyRain,Severe,6.5,114.7,27.0,97.0,3.9,12,8568,114.67,64.0,1
2023-07-30,Chennai,7,6,monsoon,ExtremeHeat,Moderate,8.9,154.6,44.5,60.0,4.2,15,18990,44.47,48.0,1
2025-07-02,Mumbai,7,2,monsoon,Flooding,Severe,8.7,10.2,28.6,54.0,5.6,11,11891,10.17,6.0,1
2025-05-16,Delhi,5,4,summer,SevereAQI,Extreme,10.7,16.1,37.8,604.0,5.8,11,19360,603.81,400.0,1
2024-05-01,Jaipur,5,2,summer,ExtremeHeat,Moderate,6.4,15.4,45.4,138.0,4.5,7,10402,45.43,48.0,1
2025-04-14,Pune,4,0,summer,SocialDisruption,Severe,9.4,10.2,28.6,126.0,7.9,9,12348,12.93,4.0,1
2024-08-23,Kolkata,8,4,monsoon,HeavyRain,Moderate,9.6,58.3,29.6,84.0,6.9,6,7956,58.31,64.0,1
2025-05-20,Chennai,5,1,summer,ExtremeHeat,Severe,11.8,27.1,47.9,109.0,5.7,5,6045,47.87,48.0,1
2024-11-04,Hyderabad,11,0,winter,SocialDisruption,Extreme,12.2,17.7,18.4,140.0,2.6,11,17105,13.94,4.0,1
2024-07-22,Delhi,7,0,monsoon,ExtremeHeat,Moderate,13.3,165.7,43.0,98.0,6.0,7,11921,43.0,48.0,1
2024-07-31,Bangalore,7,2,monsoon,Flooding,Moderate,2.6,7.5,22.6,56.0,3.6,11,17534,7.53,6.0,1
2025-06-28,Bangalore,6,5,monsoon,Flooding,Moderate,7.9,6.0,24.7,43.0,3.7,16,11184,6.0,6.0,1
2023-11-06,Chennai,11,0,winter,Flooding,Moderate,6.6,9.4,25.9,139.0,5.8,17,13107,9.35,6.0,1
2024-09-10,Bangalore,9,1,monsoon,Flooding,Moderate,7.0,8.1,24.1,68.0,3.5,14,8778,8.1,6.0,1
2025-01-24,Chennai,1,4,winter,SocialDisruption,Moderate,6.5,119.6,22.4,30.0,4.7,11,17116,4.39,4.0,1
2025-01-27,Ahmedabad,1,0,winter,HeavyRain,Moderate,5.9,45.1,17.7,177.0,3.2,14,24710,45.06,64.0,1
2023-11-06,Hyderabad,11,0,winter,Flooding,Severe,4.8,9.6,17.8,152.0,1.5,10,7440,9.64,6.0,1
2025-01-25,Mumbai,1,5,winter,SocialDisruption,Moderate,7.7,10.7,29.2,127.0,3.8,6,4800,9.27,4.0,1
2025-07-24,Chennai,7,3,monsoon,Flooding,Severe,7.5,10.6,31.1,62.0,3.4,7,9975,10.6,6.0,1
2025-01-23,Mumbai,1,3,winter,SocialDisruption,Severe,6.5,7.7,24.4,155.0,6.0,11,14872,10.39,4.0,1
2023-11-04,Mumbai,11,5,winter,HeavyRain,Severe,12.0,106.6,22.3,161.0,0.6,11,18568,106.64,64.0,1
2025-12-30,Chennai,12,1,winter,Flooding,Extreme,9.3,14.0,27.5,113.0,1.4,8,7416,13.99,6.0,1
2023-05-26,Ahmedabad,5,4,summer,HeavyRain,Severe,5.5,100.9,41.5,190.0,2.3,11,18579,100.94,64.0,1
2023-03-02,Jaipur,3,3,summer,ExtremeHeat,Moderate,7.5,10.1,43.0,213.0,4.6,9,9639,43.0,48.0,1
2024-09-25,Chennai,9,2,monsoon,Flooding,Moderate,6.6,6.8,29.0,30.0,4.7,20,30140,6.83,6.0,1
2025-04-19,Mumbai,4,5,summer,ExtremeHeat,Moderate,7.6,4.6,43.0,89.0,4.8,21,23247,43.0,48.0,1
2024-02-14,Delhi,2,2,winter,SevereAQI,Extreme,11.1,19.1,19.8,547.0,4.9,12,10488,547.34,400.0,1
2025-11-15,Mumbai,11,5,winter,HeavyRain,Moderate,6.5,55.2,25.3,168.0,4.7,11,14025,55.23,64.0,1
2023-11-22,Chennai,11,2,winter,HeavyRain,Moderate,8.5,86.1,29.9,105.0,7.0,10,13450,86.12,64.0,1
2023-05-25,Lucknow,5,3,summer,SevereAQI,Severe,2.1,0.0,42.1,454.0,4.3,11,12045,453.9,400.0,1
2024-12-22,Mumbai,12,6,winter,SevereAQI,Moderate,7.7,0.0,20.9,426.0,5.1,16,13712,425.97,400.0,1
2024-06-08,Bangalore,6,5,monsoon,HeavyRain,Moderate,7.0,63.8,25.6,47.0,5.1,15,24165,63.79,64.0,1
2025-10-01,Bangalore,10,2,summer,SocialDisruption,Severe,6.8,52.9,27.9,79.0,3.5,15,22335,10.43,4.0,1
2025-11-23,Ahmedabad,11,6,winter,HeavyRain,Severe,7.7,113.5,22.9,215.0,7.2,13,17810,113.48,64.0,1
2023-09-30,Mumbai,9,5,monsoon,Flooding,Extreme,2.0,16.5,28.9,70.0,6.2,15,16890,16.53,6.0,1
2023-05-16,Hyderabad,5,1,summer,HeavyRain,Moderate,13.0,73.5,43.3,60.0,1.5,11,6633,73.46,64.0,1
2023-07-20,Hyderabad,7,3,monsoon,ExtremeHeat,Severe,5.8,130.9,48.2,70.0,3.5,12,8220,48.23,48.0,1
2024-07-02,Hyderabad,7,1,monsoon,HeavyRain,Moderate,6.2,30.0,28.0,74.0,7.0,17,25024,30.0,64.0,1
2023-06-25,Lucknow,6,6,monsoon,Flooding,Moderate,9.3,6.0,28.5,73.0,4.5,15,10560,6.0,6.0,1
2024-04-09,Hyderabad,4,1,summer,Flooding,Moderate,8.9,6.0,35.5,144.0,6.4,10,9880,6.0,6.0,1
2024-09-30,Hyderabad,9,0,monsoon,HeavyRain,Moderate,5.6,55.5,25.6,66.0,5.1,12,12552,55.5,64.0,1
2023-11-28,Bangalore,11,1,winter,HeavyRain,Moderate,5.3,89.9,26.0,72.0,2.9,14,22988,89.91,64.0,1
2025-06-14,Lucknow,6,5,monsoon,HeavyRain,Moderate,4.0,83.6,29.8,42.0,2.3,10,8810,83.64,64.0,1
2024-10-19,Delhi,10,5,summer,ExtremeHeat,Severe,6.4,13.8,49.3,168.0,5.2,7,4515,49.28,48.0,1
2023-12-28,Ahmedabad,12,3,winter,SevereAQI,Severe,8.0,1.4,28.6,489.0,6.2,16,18736,489.31,400.0,1
2025-07-27,Lucknow,7,6,monsoon,SevereAQI,Severe,6.0,177.9,30.5,487.0,6.3,11,7788,487.03,400.0,1
2025-07-12,Delhi,7,5,monsoon,HeavyRain,Moderate,7.1,30.8,29.5,119.0,3.0,10,6730,30.79,64.0,1
2023-02-06,Bangalore,2,0,winter,SocialDisruption,Severe,6.8,50.7,24.8,68.0,0.0,14,22736,9.99,4.0,1
2023-02-05,Chennai,2,6,winter,HeavyRain,Moderate,4.9,44.6,27.2,110.0,2.7,11,6732,44.57,64.0,1
2023-07-17,Hyderabad,7,0,monsoon,HeavyRain,Severe,4.2,109.2,25.5,92.0,6.7,9,9972,109.22,64.0,1
2023-10-15,Pune,10,6,summer,ExtremeHeat,Moderate,7.8,18.3,46.1,97.0,0.0,14,25088,46.07,48.0,1
2025-10-07,Hyderabad,10,1,summer,HeavyRain,Severe,7.5,100.7,37.8,153.0,1.2,11,16104,100.68,64.0,1
2023-11-21,Delhi,11,1,winter,SevereAQI,Severe,8.3,0.0,21.1,493.0,4.8,13,22373,493.11,400.0,1
2023-03-01,Mumbai,3,2,summer,SevereAQI,Extreme,6.8,8.8,31.9,543.0,6.4,11,6963,543.09,400.0,1
2025-07-05,Ahmedabad,7,5,monsoon,HeavyRain,Severe,13.0,100.7,28.0,91.0,4.7,18,29466,100.73,64.0,1
2024-02-14,Mumbai,2,2,winter,Flooding,Moderate,5.9,7.0,26.0,146.0,4.7,6,9084,6.96,6.0,1
2025-11-09,Jaipur,11,6,winter,SevereAQI,Severe,4.5,17.6,19.5,493.0,2.8,19,29697,492.51,400.0,1
2024-09-22,Delhi,9,6,monsoon,Flooding,Moderate,4.3,6.0,40.2,109.0,3.6,10,9400,6.0,6.0,1
2023-06-10,Kolkata,6,5,monsoon,SevereAQI,Extreme,5.0,315.8,31.4,561.0,2.7,8,12744,560.86,400.0,1
2023-11-24,Delhi,11,4,winter,SocialDisruption,Moderate,6.9,5.5,26.0,396.0,2.3,12,20964,9.19,4.0,1
2023-11-04,Chennai,11,5,winter,SocialDisruption,Severe,9.4,185.3,34.2,145.0,4.3,12,16932,9.54,4.0,1
2025-10-13,Kolkata,10,0,summer,ExtremeHeat,Moderate,13.0,41.7,46.2,131.0,5.4,8,5288,46.15,48.0,1
2025-11-08,Bangalore,11,5,winter,SocialDisruption,Moderate,9.5,50.3,20.8,95.0,4.5,17,29597,8.87,4.0,1
2023-01-09,Mumbai,1,0,winter,SocialDisruption,Moderate,7.0,5.9,29.3,150.0,2.0,12,7860,8.35,4.0,1
2024-08-01,Jaipur,8,3,monsoon,HeavyRain,Severe,2.0,92.0,29.4,53.0,2.0,13,20826,92.02,64.0,1
2024-09-17,Chennai,9,1,monsoon,SocialDisruption,Extreme,10.8,76.8,30.0,71.0,2.5,11,7469,13.06,4.0,1
2023-12-28,Lucknow,12,3,winter,SevereAQI,Severe,7.5,14.9,10.0,495.0,6.3,11,14135,494.53,400.0,1
2024-05-22,Bangalore,5,2,summer,ExtremeHeat,Moderate,8.2,29.5,44.2,70.0,4.0,13,13507,44.23,48.0,1
2023-05-23,Bangalore,5,1,summer,ExtremeHeat,Extreme,10.4,33.9,50.8,46.0,4.8,10,16980,50.77,48.0,1
2023-09-23,Mumbai,9,5,monsoon,SocialDisruption,Moderate,10.4,737.8,34.2,63.0,5.3,9,12447,8.45,4.0,1
2023-08-19,Chennai,8,5,monsoon,Flooding,Moderate,6.9,8.0,33.3,64.0,4.1,13,14248,7.95,6.0,1
2023-07-26,Pune,7,2,monsoon,HeavyRain,Moderate,2.0,88.0,26.8,63.0,2.6,6,8214,88.03,64.0,1
2023-04-01,Hyderabad,4,5,summer,SocialDisruption,Moderate,2.0,16.1,39.3,113.0,3.6,12,19404,5.85,4.0,1
2025-11-18,Mumbai,11,1,winter,SocialDisruption,Severe,2.8,14.1,21.1,142.0,0.0,12,7824,10.81,4.0,1
2023-11-27,Mumbai,11,0,winter,SocialDisruption,Severe,11.0,0.0,25.4,184.0,0.2,12,17796,10.15,4.0,1
2025-03-17,Chennai,3,0,summer,ExtremeHeat,Moderate,4.7,11.6,44.3,97.0,2.9,13,19448,44.29,48.0,1
2023-10-05,Mumbai,10,3,summer,SocialDisruption,Moderate,5.1,12.4,31.8,68.0,4.3,11,14124,7.13,4.0,1
2024-02-20,Hyderabad,2,1,winter,ExtremeHeat,Severe,4.6,20.8,46.5,109.0,5.8,9,7362,46.52,48.0,1
2025-12-21,Mumbai,12,6,winter,Flooding,Severe,11.1,12.5,21.6,168.0,4.1,14,16030,12.5,6.0,1
2025-08-13,Kolkata,8,2,monsoon,Flooding,Moderate,6.7,6.0,27.3,64.0,2.9,12,14412,6.0,6.0,1
2024-08-19,Jaipur,8,0,monsoon,Flooding,Moderate,4.5,6.0,29.7,94.0,5.5,7,7329,6.0,6.0,1
2025-06-16,Chennai,6,0,monsoon,Flooding,Moderate,10.1,8.6,29.2,79.0,9.0,11,11033,8.63,6.0,1
2023-03-23,Chennai,3,3,summer,ExtremeHeat,Severe,5.6,38.1,48.0,123.0,3.6,16,13200,48.0,48.0,1
2024-10-09,Bangalore,10,2,summer,HeavyRain,Severe,10.0,106.1,25.7,84.0,5.6,16,19456,106.13,64.0,1
2023-09-07,Delhi,9,3,monsoon,ExtremeHeat,Moderate,2.0,169.8,45.4,104.0,4.9,20,34040,45.41,48.0,1
2025-08-14,Mumbai,8,3,monsoon,HeavyRain,Severe,5.2,104.9,31.0,41.0,3.6,12,12912,104.87,64.0,1
2025-11-16,Mumbai,11,6,winter,SevereAQI,Moderate,9.2,9.1,23.3,433.0,3.6,13,17225,432.9,400.0,1
2024-03-29,Jaipur,3,4,summer,SocialDisruption,Moderate,11.1,5.6,39.6,294.0,6.1,9,13122,7.65,4.0,1
2023-12-03,Hyderabad,12,6,winter,HeavyRain,Severe,5.5,95.7,33.3,117.0,1.4,13,15847,95.73,64.0,1
2023-01-22,Delhi,1,6,winter,SevereAQI,Moderate,9.2,6.7,23.7,426.0,4.6,9,11466,426.03,400.0,1
2024-05-25,Chennai,5,5,summer,Flooding,Severe,10.3,11.2,33.8,118.0,4.0,15,12600,11.22,6.0,1
2023-11-02,Hyderabad,11,3,winter,SevereAQI,Extreme,10.2,9.7,14.1,587.0,5.5,14,23170,587.0,400.0,1
2025-12-22,Bangalore,12,0,winter,SocialDisruption,Moderate,8.1,38.1,25.9,72.0,4.5,8,6896,9.04,4.0,1
2023-03-01,Bangalore,3,2,summer,SocialDisruption,Moderate,7.0,56.6,23.9,59.0,4.1,12,7956,9.03,4.0,1
2025-09-21,Mumbai,9,6,monsoon,HeavyRain,Moderate,5.3,89.9,29.3,80.0,6.3,9,9432,89.88,64.0,1
2024-06-19,Hyderabad,6,2,monsoon,SevereAQI,Moderate,7.5,136.6,27.8,449.0,5.9,10,16710,449.39,400.0,1
2024-01-04,Bangalore,1,3,winter,SocialDisruption,Moderate,9.0,20.2,25.0,57.0,6.8,10,16480,8.29,4.0,1
2023-12-02,Ahmedabad,12,5,winter,SevereAQI,Severe,7.8,2.7,16.0,469.0,3.2,14,22274,469.28,400.0,1
2023-05-28,Mumbai,5,6,summer,SevereAQI,Severe,7.2,1.4,34.8,479.0,0.0,11,11858,478.7,400.0,1
2025-02-12,Hyderabad,2,2,winter,SevereAQI,Severe,6.0,18.1,22.0,487.0,3.9,14,19628,486.52,400.0,1
2024-11-28,Delhi,11,3,winter,SocialDisruption,Severe,6.5,24.8,14.7,335.0,4.3,11,9240,11.06,4.0,1
2025-10-15,Bangalore,10,2,summer,ExtremeHeat,Extreme,5.3,58.4,49.8,63.0,2.9,12,12672,49.75,48.0,1
2023-12-09,Lucknow,12,5,winter,HeavyRain,Moderate,8.2,89.2,10.0,109.0,8.0,17,25806,89.22,64.0,1
2025-06-08,Chennai,6,6,monsoon,HeavyRain,Moderate,9.2,40.7,28.7,88.0,2.8,14,18634,40.74,64.0,1
2025-03-31,Mumbai,3,0,summer,HeavyRain,Moderate,4.6,70.0,30.8,105.0,5.4,10,12370,69.96,64.0,1
2024-05-15,Chennai,5,2,summer,SevereAQI,Moderate,4.4,6.9,37.2,449.0,4.5,11,18799,449.4,400.0,1
2025-02-23,Delhi,2,6,winter,SevereAQI,Severe,2.0,11.7,14.1,494.0,4.5,14,10948,493.56,400.0,1
2023-05-19,Bangalore,5,4,summer,SocialDisruption,Moderate,11.1,14.6,33.1,54.0,2.4,10,13270,5.45,4.0,1
2025-11-17,Chennai,11,0,winter,HeavyRain,Moderate,8.5,79.0,30.5,117.0,4.9,13,10699,79.0,64.0,1
2025-05-09,Mumbai,5,4,summer,HeavyRain,Severe,2.0,112.7,33.3,85.0,4.4,12,14676,112.68,64.0,1
2025-02-07,Hyderabad,2,4,winter,SevereAQI,Severe,10.8,16.6,18.8,474.0,2.5,14,9688,473.69,400.0,1
2023-03-21,Ahmedabad,3,1,summer,ExtremeHeat,Moderate,7.2,8.2,44.4,193.0,7.5,12,7440,44.39,48.0,1
2025-12-12,Lucknow,12,4,winter,Flooding,Severe,10.1,11.0,10.0,275.0,2.9,11,18040,10.98,6.0,1
2023-09-07,Ahmedabad,9,3,monsoon,HeavyRain,Moderate,13.4,86.6,29.3,68.0,3.4,17,18071,86.56,64.0,1
2024-01-19,Chennai,1,4,winter,Flooding,Moderate,6.0,7.7,28.7,90.0,2.6,14,23772,7.68,6.0,1
2023-11-30,Bangalore,11,3,winter,SocialDisruption,Moderate,2.0,60.5,25.6,84.0,2.7,14,19586,5.22,4.0,1
2025-02-25,Chennai,2,1,winter,Flooding,Moderate,11.8,6.0,31.8,116.0,4.8,17,18581,6.0,6.0,1
2025-04-16,Ahmedabad,4,2,summer,ExtremeHeat,Moderate,5.2,0.9,44.6,95.0,2.3,14,20832,44.57,48.0,1
2024-12-19,Ahmedabad,12,3,winter,SocialDisruption,Moderate,15.2,0.0,18.7,144.0,0.9,10,7910,9.21,4.0,1
2023-12-08,Mumbai,12,4,winter,SevereAQI,Severe,11.6,0.0,25.4,495.0,2.6,7,4585,494.57,400.0,1
2023-02-27,Mumbai,2,0,winter,ExtremeHeat,Moderate,15.3,7.6,44.7,152.0,4.1,19,29849,44.75,48.0,1
2023-11-29,Chennai,11,2,winter,Flooding,Severe,3.0,12.7,31.6,56.0,4.7,16,12880,12.7,6.0,1
2023-12-04,Kolkata,12,0,winter,SocialDisruption,Moderate,8.7,31.7,12.4,144.0,4.5,11,15565,6.46,4.0,1
2024-10-06,Pune,10,6,summer,HeavyRain,Extreme,7.7,153.7,35.4,61.0,2.6,12,8568,153.7,64.0,1
2024-06-16,Chennai,6,6,monsoon,HeavyRain,Severe,6.6,106.7,31.1,62.0,5.3,8,10648,106.69,64.0,1
2023-02-03,Hyderabad,2,4,winter,HeavyRain,Moderate,6.1,55.0,25.1,140.0,0.0,13,9854,54.99,64.0,1
2024-10-17,Bangalore,10,3,summer,SocialDisruption,Extreme,13.5,37.0,31.5,51.0,5.3,6,4536,13.05,4.0,1
2025-03-15,Bangalore,3,5,summer,HeavyRain,Severe,6.4,99.1,25.1,73.0,4.7,14,12208,99.06,64.0,1
2024-05-03,Mumbai,5,4,summer,Flooding,Moderate,8.6,6.0,31.2,112.0,5.7,15,15540,6.0,6.0,1
2025-12-31,Chennai,12,2,winter,HeavyRain,Severe,8.8,98.6,31.4,139.0,3.8,6,9840,98.63,64.0,1
2023-10-17,Lucknow,10,1,summer,HeavyRain,Moderate,10.1,55.5,39.3,233.0,2.9,9,6957,55.55,64.0,1
2025-02-11,Chennai,2,1,winter,HeavyRain,Moderate,8.7,56.1,24.4,107.0,6.1,13,11869,56.14,64.0,1
2023-04-12,Mumbai,4,2,summer,SevereAQI,Moderate,7.5,22.2,29.8,400.0,5.5,9,14373,400.0,400.0,1
2023-09-17,Delhi,9,6,monsoon,SevereAQI,Extreme,12.2,135.4,31.9,619.0,7.4,12,12768,618.9,400.0,1
2023-06-25,Hyderabad,6,6,monsoon,ExtremeHeat,Moderate,9.7,121.6,43.6,37.0,0.5,17,29291,43.55,48.0,1
2024-07-11,Kolkata,7,3,monsoon,ExtremeHeat,Moderate,5.6,441.7,43.6,67.0,3.9,11,16247,43.59,48.0,1
2025-10-14,Delhi,10,1,summer,ExtremeHeat,Moderate,10.1,19.5,43.0,188.0,3.8,8,12568,43.0,48.0,1
2023-07-29,Mumbai,7,5,monsoon,SevereAQI,Moderate,4.3,457.3,29.0,400.0,7.4,10,7870,400.0,400.0,1
2024-10-06,Chennai,10,6,summer,ExtremeHeat,Moderate,7.7,85.6,44.3,118.0,5.2,13,12142,44.35,48.0,1
2024-05-26,Pune,5,6,summer,SocialDisruption,Moderate,3.3,22.2,31.1,105.0,3.1,10,7480,4.0,4.0,1
2025-10-03,Chennai,10,4,summer,ExtremeHeat,Moderate,6.7,69.6,44.1,144.0,6.1,14,17276,44.14,48.0,1
2025-11-14,Pune,11,4,winter,SocialDisruption,Severe,6.8,10.2,26.6,176.0,2.6,11,7689,12.72,4.0,1
2025-10-20,Delhi,10,0,summer,ExtremeHeat,Moderate,11.1,15.3,44.5,200.0,8.5,8,6584,44.48,48.0,1
2025-02-09,Hyderabad,2,6,winter,SevereAQI,Extreme,7.6,5.4,27.1,513.0,3.0,11,13607,513.42,400.0,1
2025-12-28,Mumbai,12,6,winter,SocialDisruption,Moderate,5.6,0.0,25.6,147.0,4.5,12,14856,6.83,4.0,1
2025-08-08,Chennai,8,4,monsoon,HeavyRain,Moderate,8.9,65.8,31.5,74.0,1.0,16,26512,65.76,64.0,1
2025-02-06,Chennai,2,3,winter,Flooding,Moderate,11.3,7.1,28.7,117.0,6.5,13,11414,7.05,6.0,1
2023-01-30,Delhi,1,0,winter,SevereAQI,Severe,4.9,1.6,25.6,463.0,5.8,10,11890,462.5,400.0,1
2025-03-05,Chennai,3,2,summer,SocialDisruption,Moderate,2.0,42.2,32.7,66.0,7.3,11,16665,8.39,4.0,1
2025-05-27,Hyderabad,5,1,summer,ExtremeHeat,Severe,4.9,19.4,47.5,129.0,7.5,13,17563,47.54,48.0,1
2025-04-22,Mumbai,4,1,summer,SocialDisruption,Severe,6.6,20.9,32.3,125.0,1.5,6,6300,12.6,4.0,1
2024-07-28,Delhi,7,6,monsoon,HeavyRain,Moderate,7.5,30.0,36.3,111.0,3.4,11,8426,30.0,64.0,1
2024-03-13,Mumbai,3,2,summer,SocialDisruption,Moderate,7.2,0.0,33.6,89.0,1.7,8,5008,8.32,4.0,1
2023-07-01,Bangalore,7,5,monsoon,SocialDisruption,Moderate,8.4,133.8,24.0,63.0,3.9,10,14110,4.0,4.0,1
2023-10-23,Kolkata,10,0,summer,HeavyRain,Severe,6.4,96.3,39.6,106.0,3.6,8,12296,96.29,64.0,1
2023-06-08,Bangalore,6,3,monsoon,SocialDisruption,Severe,7.5,174.9,26.3,69.0,3.8,14,19964,12.91,4.0,1
2023-02-27,Delhi,2,0,winter,ExtremeHeat,Moderate,9.3,11.4,46.1,432.0,0.8,13,12246,46.1,48.0,1
2024-06-01,Kolkata,6,5,monsoon,SocialDisruption,Moderate,6.7,434.4,31.7,62.0,6.3,14,17290,6.29,4.0,1
2025-12-28,Pune,12,6,winter,SevereAQI,Extreme,5.0,10.8,22.8,552.0,6.9,11,18766,552.26,400.0,1
2025-07-24,Mumbai,7,3,monsoon,SevereAQI,Severe,4.9,576.7,29.2,491.0,1.1,6,8130,491.04,400.0,1
2023-01-29,Bangalore,1,6,winter,HeavyRain,Moderate,2.1,80.6,21.1,98.0,2.2,5,7145,80.57,64.0,1
2025-08-09,Delhi,8,5,monsoon,HeavyRain,Moderate,3.1,55.0,27.8,95.0,4.2,11,10725,54.97,64.0,1
2024-01-03,Delhi,1,2,winter,SevereAQI,Severe,2.3,30.2,16.4,493.0,2.7,14,14882,492.81,400.0,1
2025-12-27,Kolkata,12,5,winter,SocialDisruption,Severe,6.2,22.9,14.9,180.0,5.8,9,10485,12.54,4.0,1
2025-11-21,Pune,11,4,winter,HeavyRain,Severe,4.4,123.9,17.8,63.0,3.6,19,32566,123.89,64.0,1
2023-09-28,Delhi,9,3,monsoon,ExtremeHeat,Moderate,10.9,112.8,43.0,97.0,2.0,12,8328,43.04,48.0,1
2025-01-15,Delhi,1,2,winter,SevereAQI,Severe,11.7,12.2,17.2,489.0,5.3,12,9984,489.13,400.0,1
2025-06-16,Mumbai,6,0,monsoon,ExtremeHeat,Severe,6.3,337.7,46.7,41.0,4.0,4,3816,46.71,48.0,1
2024-09-21,Mumbai,9,5,monsoon,SevereAQI,Moderate,9.3,280.2,30.7,409.0,6.0,12,13272,409.5,400.0,1
2023-08-01,Hyderabad,8,1,monsoon,HeavyRain,Severe,6.8,113.3,25.0,74.0,4.2,15,16815,113.3,64.0,1
2024-08-20,Hyderabad,8,1,monsoon,ExtremeHeat,Severe,9.5,168.0,46.5,55.0,3.8,15,12600,46.54,48.0,1
2024-09-09,Delhi,9,0,monsoon,ExtremeHeat,Moderate,10.7,149.4,44.7,74.0,5.6,13,22750,44.67,48.0,1
2023-04-09,Kolkata,4,6,summer,ExtremeHeat,Severe,5.7,25.8,46.7,108.0,3.6,12,13260,46.71,48.0,1
2024-10-05,Pune,10,5,summer,Flooding,Moderate,5.1,6.0,36.0,135.0,1.5,13,10647,6.0,6.0,1
2025-07-12,Lucknow,7,5,monsoon,ExtremeHeat,Moderate,6.3,135.6,44.8,103.0,2.4,14,11830,44.8,48.0,1
2024-12-23,Mumbai,12,0,winter,SocialDisruption,Moderate,6.3,4.8,27.7,213.0,2.0,14,21168,6.76,4.0,1
