city,zone_risk_level,platform,avg_weekly_earnings,avg_daily_hours,preferred_shift,vehicle_type,experience_months,historical_claims_count,historical_disruption_freq,season,aqi_avg_30d,rainfall_avg_30d,temperature_avg_30d,risk_score,weekly_premium
Hyderabad,1.031,Zomato,3800.0,8.6,Morning,Scooter,19,1,2.49,monsoon,40.9,209.1,27.7,56.6,60.9
Chennai,1.061,Swiggy,4500.0,9.0,Evening,Motorcycle,12,1,0.6,monsoon,64.3,49.5,27.7,59.5,72.9
Mumbai,1.09,Zomato,2500.0,9.6,Mixed,Scooter,5,0,1.52,summer,110.1,12.6,30.4,71.8,79.3
Kolkata,1.08,Swiggy,3500.0,8.3,Evening,Scooter,24,0,1.35,monsoon,51.7,349.8,33.3,65.2,72.3
Hyderabad,0.985,Both,4400.0,10.1,Night,Scooter,3,0,1.0,monsoon,63.8,42.3,27.5,55.0,55.8
Hyderabad,0.862,Zomato,2600.0,10.0,Night,Bicycle,16,1,2.12,summer,110.4,0.0,37.8,60.7,52.8
Mumbai,1.06,Both,4500.0,6.8,Night,Scooter,4,3,2.22,winter,141.1,11.5,30.5,78.9,90.0
Mumbai,1.054,Swiggy,3100.0,8.0,Night,Scooter,22,1,3.05,summer,116.8,9.8,30.8,67.5,76.7
Ahmedabad,0.868,Both,4100.0,8.1,Mixed,Scooter,26,0,2.65,monsoon,133.5,97.5,30.0,46.0,41.0
Bangalore,1.102,Both,3300.0,8.5,Morning,Scooter,6,3,1.76,winter,81.5,42.0,21.6,44.5,57.9
Delhi,1.019,Both,3900.0,9.5,Mixed,Scooter,20,0,1.76,winter,334.1,7.6,14.8,87.9,83.0
Bangalore,0.985,Zomato,4800.0,9.4,Mixed,Scooter,23,0,3.42,winter,71.1,23.7,22.3,27.9,40.0
Hyderabad,1.026,Both,3400.0,7.6,Mixed,Scooter,36,1,2.41,winter,133.8,22.0,11.4,51.6,54.8
Jaipur,1.112,Swiggy,4300.0,11.7,Afternoon,Scooter,10,2,2.92,monsoon,112.0,193.5,25.8,81.0,83.7
Delhi,1.187,Both,3700.0,9.0,Evening,Motorcycle,3,0,0.87,summer,174.3,17.5,36.4,90.5,90.0
Ahmedabad,0.994,Both,2900.0,11.9,Afternoon,Motorcycle,10,0,0.73,monsoon,66.4,48.4,33.5,50.5,48.3
Mumbai,0.972,Swiggy,3400.0,11.9,Mixed,Scooter,5,1,1.67,winter,176.1,14.4,27.2,74.2,78.9
Chennai,1.073,Both,3300.0,6.9,Evening,Motorcycle,10,0,2.78,summer,76.8,33.5,37.5,61.7,65.3
Chennai,0.839,Swiggy,2400.0,8.0,Afternoon,Motorcycle,3,0,3.27,winter,83.8,242.0,26.3,60.8,52.2
Mumbai,1.103,Zomato,3900.0,8.2,Night,Bicycle,11,0,1.39,monsoon,56.4,605.3,29.9,83.1,90.0
Mumbai,0.837,Both,4000.0,9.6,Morning,Motorcycle,11,0,2.42,monsoon,56.6,659.1,26.8,70.5,61.1
Bangalore,0.835,Swiggy,4100.0,10.5,Afternoon,Scooter,2,0,2.33,winter,94.3,49.9,21.1,29.8,35.4
Jaipur,1.186,Zomato,4600.0,9.3,Afternoon,Scooter,8,3,1.07,winter,185.0,0.5,20.6,82.8,90.0
Chennai,0.8,Zomato,4300.0,7.9,Afternoon,Scooter,36,1,1.32,summer,100.4,33.5,39.1,56.6,41.8
Ahmedabad,1.157,Both,3000.0,12.3,Evening,Scooter,5,1,1.91,monsoon,67.9,35.8,26.9,60.1,65.9
Kolkata,1.187,Both,3200.0,8.1,Morning,Motorcycle,13,1,0.98,winter,225.3,2.2,25.0,72.2,76.8
Bangalore,1.041,Both,4200.0,10.5,Mixed,Motorcycle,21,1,4.03,monsoon,30.0,281.8,24.4,41.1,45.4
Kolkata,1.073,Swiggy,3800.0,8.9,Evening,Bicycle,10,1,1.15,winter,193.6,9.6,19.6,77.4,86.5
Mumbai,0.811,Zomato,3500.0,8.9,Afternoon,Scooter,5,0,1.63,winter,146.9,13.5,25.3,68.0,59.4
Mumbai,0.941,Swiggy,2800.0,10.3,Morning,Motorcycle,15,0,2.29,monsoon,64.3,476.4,28.9,72.8,66.1
Pune,1.043,Zomato,3100.0,12.1,Mixed,Motorcycle,60,4,2.19,monsoon,62.3,68.8,23.3,51.1,62.4
Kolkata,1.04,Zomato,4000.0,9.6,Mixed,Scooter,17,1,2.49,monsoon,88.4,395.4,29.6,73.6,72.7
Delhi,1.053,Zomato,2000.0,8.0,Evening,Scooter,17,0,1.19,winter,381.5,14.8,12.3,96.0,89.4
Chennai,1.039,Swiggy,2000.0,12.0,Afternoon,Scooter,19,2,0.92,monsoon,58.0,95.4,29.0,66.5,75.0
Chennai,1.003,Zomato,4100.0,10.0,Evening,Scooter,2,0,2.08,monsoon,79.3,23.3,33.1,64.9,65.4
Pune,0.853,Zomato,3100.0,9.3,Mixed,Motorcycle,16,2,1.27,monsoon,64.6,196.6,28.0,50.2,46.9
Chennai,1.042,Zomato,3900.0,11.1,Afternoon,Motorcycle,3,0,1.42,monsoon,102.0,126.5,27.3,61.4,66.9
Bangalore,0.864,Both,4800.0,9.6,Night,Motorcycle,22,1,1.36,monsoon,39.6,142.5,24.1,26.8,32.5
Delhi,0.956,Swiggy,2700.0,13.9,Mixed,Bicycle,12,0,1.36,winter,421.4,6.2,15.9,100.0,90.0
Bangalore,1.167,Swiggy,2200.0,9.0,Night,Motorcycle,10,0,0.84,monsoon,45.9,143.3,21.2,35.2,47.5
Hyderabad,0.812,Swiggy,3300.0,11.3,Mixed,Motorcycle,4,1,1.14,monsoon,53.2,50.7,26.0,49.8,47.3
Pune,0.985,Swiggy,3000.0,9.9,Mixed,Motorcycle,5,1,1.71,monsoon,72.8,118.3,31.3,53.0,54.9
Bangalore,1.104,Swiggy,3500.0,9.9,Morning,Motorcycle,9,0,2.91,monsoon,60.9,191.1,22.3,35.1,47.3
Delhi,1.077,Both,3900.0,8.3,Afternoon,Scooter,5,2,3.62,monsoon,109.0,72.1,33.4,95.2,90.0
Delhi,1.037,Both,3800.0,8.3,Morning,Scooter,60,0,2.74,monsoon,146.2,93.7,36.4,81.7,81.7
Hyderabad,0.919,Zomato,3500.0,10.0,Evening,Scooter,5,3,2.19,summer,98.3,17.7,43.3,66.9,58.8
Kolkata,1.157,Both,4300.0,7.3,Evening,Bicycle,38,1,2.82,summer,90.4,81.9,36.1,69.8,73.3
Mumbai,0.853,Zomato,4000.0,7.8,Morning,Bicycle,10,1,1.88,monsoon,53.6,595.9,30.9,79.9,78.8
Mumbai,1.083,Zomato,3400.0,9.0,Evening,Motorcycle,32,1,2.21,monsoon,71.3,331.6,27.5,66.3,73.2
Chennai,1.018,Swiggy,4000.0,11.5,Morning,Scooter,18,1,2.57,winter,111.1,179.0,28.9,65.9,66.9
Mumbai,0.906,Swiggy,2300.0,9.2,Evening,Bicycle,13,0,2.43,summer,95.9,1.3,33.8,75.4,66.4
Pune,0.953,Both,4400.0,9.1,Afternoon,Scooter,42,2,2.77,summer,108.4,16.5,35.2,46.4,48.1
Delhi,1.2,Both,3500.0,6.9,Mixed,Motorcycle,22,0,2.54,summer,221.4,27.5,41.7,88.2,90.0
Mumbai,0.861,Zomato,2500.0,12.4,Night,Motorcycle,18,0,1.41,monsoon,37.1,571.6,29.4,74.9,62.7
Ahmedabad,0.8,Swiggy,3200.0,11.2,Night,Scooter,4,1,2.51,winter,164.5,0.0,17.7,54.3,44.7
Mumbai,0.923,Both,4300.0,11.4,Mixed,Motorcycle,20,0,1.4,winter,179.6,7.8,27.0,67.2,58.3
Delhi,1.05,Both,2900.0,6.1,Morning,Motorcycle,13,1,2.59,winter,382.3,12.2,19.7,90.5,87.3
Mumbai,1.171,Swiggy,3800.0,9.7,Afternoon,Motorcycle,6,1,1.67,summer,80.6,12.8,32.1,76.2,86.1
Mumbai,1.003,Swiggy,4200.0,7.1,Night,Motorcycle,2,1,0.97,monsoon,55.5,482.9,29.4,76.0,80.2
Mumbai,0.805,Swiggy,3500.0,10.5,Night,Scooter,6,1,0.88,winter,133.6,14.3,22.3,71.6,62.8
Mumbai,1.011,Zomato,2800.0,9.6,Morning,Motorcycle,18,1,3.73,monsoon,59.2,467.2,31.9,71.9,75.7
Mumbai,1.103,Swiggy,3400.0,10.0,Afternoon,Scooter,5,0,1.16,monsoon,64.9,643.8,26.0,82.8,87.6
Mumbai,1.038,Both,2400.0,7.6,Afternoon,Motorcycle,4,1,2.76,monsoon,66.0,626.8,29.2,79.1,85.4
Chennai,1.059,Zomato,3100.0,6.9,Morning,Scooter,35,0,2.54,summer,131.6,33.6,40.2,60.1,56.4
Hyderabad,0.8,Both,2600.0,7.7,Night,Scooter,4,1,2.74,winter,215.6,7.1,20.2,55.0,47.7
Bangalore,0.839,Zomato,3500.0,9.6,Morning,Motorcycle,7,0,1.19,summer,89.8,70.4,27.0,28.1,31.5
Delhi,0.984,Zomato,2500.0,8.5,Mixed,Motorcycle,45,2,1.66,summer,171.2,18.6,36.6,84.6,77.3
Bangalore,1.136,Both,3600.0,9.5,Evening,Motorcycle,16,0,1.22,winter,63.6,17.9,19.7,31.7,45.8
Pune,0.905,Swiggy,4400.0,7.0,Night,Motorcycle,7,1,2.79,summer,94.2,13.9,36.7,51.2,43.9
Pune,1.025,Swiggy,4500.0,9.0,Evening,Motorcycle,3,0,3.18,monsoon,44.0,244.0,25.6,44.7,54.9
Mumbai,1.02,Swiggy,2500.0,11.8,Mixed,Scooter,13,0,1.96,summer,90.9,17.4,30.8,71.1,69.6
Mumbai,0.875,Swiggy,3000.0,9.7,Afternoon,Motorcycle,9,0,3.71,monsoon,67.7,540.0,30.0,68.4,65.6
Delhi,0.912,Swiggy,4200.0,9.8,Evening,Scooter,17,2,2.21,winter,403.1,31.6,11.8,100.0,86.6
Delhi,0.997,Both,4100.0,9.8,Morning,Bicycle,21,0,1.83,summer,166.8,14.5,39.8,96.3,90.0
Chennai,0.956,Swiggy,3000.0,8.0,Mixed,Scooter,4,0,2.08,summer,89.1,71.2,40.3,64.8,57.7
Bangalore,1.098,Zomato,3100.0,12.3,Evening,Scooter,16,0,2.38,monsoon,48.2,130.1,24.9,37.3,51.2
Mumbai,0.95,Zomato,3600.0,9.7,Morning,Motorcycle,11,1,0.82,summer,79.9,17.1,33.4,69.0,66.0
Delhi,1.106,Swiggy,2000.0,9.4,Mixed,Motorcycle,22,1,2.21,monsoon,64.7,167.6,38.4,87.3,90.0
Bangalore,0.957,Swiggy,3900.0,10.4,Mixed,Bicycle,14,0,1.87,summer,58.8,35.0,28.6,35.7,41.1
Mumbai,1.003,Swiggy,4400.0,10.9,Morning,Motorcycle,8,0,1.79,winter,158.0,11.3,31.0,70.0,71.1
Pune,1.096,Zomato,3200.0,6.5,Mixed,Scooter,40,2,1.89,monsoon,55.5,128.1,23.2,42.9,57.5
Mumbai,0.987,Zomato,2400.0,9.1,Night,Motorcycle,3,3,2.78,summer,75.9,11.7,36.6,80.4,81.8
Ahmedabad,0.949,Zomato,4600.0,13.5,Afternoon,Scooter,2,0,2.0,summer,156.3,5.9,43.0,65.4,48.9
Mumbai,0.992,Both,3700.0,12.3,Night,Scooter,10,1,1.09,monsoon,79.8,800.0,27.9,81.9,87.0
Pune,1.107,Swiggy,4100.0,8.8,Night,Motorcycle,4,0,2.05,monsoon,51.1,247.9,27.4,53.0,61.9
Ahmedabad,1.04,Both,2400.0,10.5,Evening,Scooter,2,3,1.8,monsoon,118.9,119.5,29.3,64.7,66.1
Jaipur,0.8,Swiggy,2400.0,8.3,Night,Scooter,2,0,2.0,winter,195.6,14.7,20.1,66.8,50.1
Kolkata,0.913,Zomato,3800.0,9.7,Morning,Bicycle,40,3,1.93,winter,220.8,25.7,22.7,77.2,74.6
Kolkata,0.914,Swiggy,4300.0,8.1,Mixed,Scooter,23,2,2.28,summer,146.7,56.3,33.5,70.4,59.3
Chennai,1.07,Both,2600.0,8.0,Mixed,Scooter,5,0,0.88,summer,108.7,71.5,33.5,63.2,65.4
Kolkata,0.8,Swiggy,3400.0,7.8,Afternoon,Scooter,42,1,0.91,monsoon,81.6,344.6,30.1,62.1,51.6
Mumbai,1.034,Zomato,2200.0,12.4,Evening,Scooter,6,0,1.92,winter,186.4,9.0,25.1,75.4,78.0
Chennai,1.076,Zomato,2900.0,8.0,Afternoon,Motorcycle,13,0,1.78,summer,71.0,61.4,37.9,57.3,61.6
Bangalore,1.076,Both,3300.0,11.3,Afternoon,Bicycle,10,2,1.23,summer,100.4,36.5,28.4,48.0,56.8
Pune,0.99,Zomato,3900.0,8.1,Afternoon,Scooter,2,1,0.36,monsoon,61.5,282.5,25.8,53.1,58.6
Bangalore,0.806,Both,2000.0,7.9,Mixed,Motorcycle,13,1,2.19,monsoon,58.3,216.5,24.4,29.2,32.1
Bangalore,0.969,Both,4600.0,9.8,Night,Motorcycle,56,1,1.63,monsoon,49.6,191.6,26.1,24.6,38.7
Chennai,1.177,Zomato,3400.0,6.4,Mixed,Motorcycle,6,2,2.26,winter,89.3,195.6,24.9,71.9,81.4
Delhi,0.928,Swiggy,4500.0,10.3,Night,Motorcycle,2,0,2.21,winter,475.6,0.0,12.2,91.1,77.5
Mumbai,1.2,Swiggy,4100.0,8.7,Night,Motorcycle,35,0,2.56,winter,159.3,15.8,24.8,68.6,77.5
Bangalore,1.097,Both,4200.0,7.9,Morning,Motorcycle,2,0,1.14,monsoon,48.3,292.9,21.1,36.2,47.3
Bangalore,0.983,Both,5100.0,7.5,Mixed,Scooter,18,4,2.01,winter,38.0,46.8,20.5,43.3,48.4
Delhi,1.027,Zomato,2900.0,12.9,Night,Scooter,23,1,3.66,monsoon,74.6,129.9,33.7,88.2,90.0
Delhi,1.045,Zomato,3600.0,8.9,Morning,Bicycle,6,0,2.19,winter,334.9,1.8,19.4,99.9,90.0
Delhi,0.931,Both,2700.0,8.8,Morning,Scooter,19,1,3.19,monsoon,108.0,93.5,38.5,88.5,81.1
Delhi,0.95,Swiggy,3400.0,10.7,Night,Scooter,4,3,2.56,summer,145.2,3.7,39.2,94.8,90.0
Delhi,1.2,Zomato,4100.0,7.3,Afternoon,Scooter,40,0,1.28,winter,376.4,13.9,13.8,88.7,90.0
Hyderabad,1.179,Swiggy,4400.0,11.3,Afternoon,Scooter,2,0,3.92,monsoon,73.6,56.2,30.9,65.1,71.2
Delhi,0.955,Zomato,3200.0,8.9,Afternoon,Motorcycle,7,2,3.11,summer,184.7,35.4,43.4,96.6,85.3
Jaipur,0.907,Zomato,2500.0,6.2,Mixed,Bicycle,2,0,0.97,summer,236.9,8.8,43.8,80.4,62.2
Ahmedabad,0.809,Both,3600.0,7.9,Afternoon,Motorcycle,2,1,1.87,monsoon,94.9,150.8,30.4,50.0,41.4
Bangalore,1.2,Zomato,2800.0,6.8,Afternoon,Motorcycle,8,2,3.42,monsoon,63.5,174.6,26.9,43.4,60.6
Delhi,1.123,Both,3000.0,9.2,Afternoon,Motorcycle,2,1,2.51,monsoon,81.5,179.0,32.9,91.9,90.0
Chennai,1.15,Zomato,4000.0,7.4,Morning,Bicycle,8,1,0.52,winter,77.9,195.2,25.0,71.6,86.2
Pune,0.935,Zomato,3900.0,7.2,Morning,Motorcycle,4,1,1.44,winter,145.5,4.7,18.7,44.6,47.7
Hyderabad,0.927,Both,4200.0,9.6,Evening,Motorcycle,27,0,1.37,winter,81.5,6.4,12.3,47.1,41.2
Kolkata,0.889,Zomato,3200.0,9.1,Morning,Scooter,3,2,3.18,winter,126.7,22.6,21.1,70.5,67.4
Chennai,0.8,Swiggy,4300.0,11.4,Night,Scooter,7,1,2.41,winter,129.9,107.6,26.9,67.0,53.8
Chennai,0.895,Swiggy,3500.0,11.3,Evening,Scooter,36,0,1.75,monsoon,71.9,44.0,34.0,57.2,50.0
Delhi,1.038,Swiggy,3300.0,9.1,Evening,Motorcycle,16,2,1.38,monsoon,112.5,88.1,33.1,87.6,90.0
Hyderabad,1.03,Swiggy,2600.0,10.0,Afternoon,Motorcycle,14,1,2.54,summer,123.8,0.0,37.3,57.8,53.3
Delhi,0.926,Zomato,2000.0,6.2,Night,Scooter,6,1,1.9,summer,160.7,10.0,40.9,89.7,78.4
Hyderabad,1.079,Zomato,2200.0,10.4,Evening,Motorcycle,4,0,2.14,summer,168.3,24.4,36.3,60.2,61.4
Pune,0.919,Zomato,3700.0,9.8,Morning,Scooter,4,0,2.49,summer,107.6,23.2,34.8,47.5,47.0
Mumbai,1.092,Zomato,2800.0,10.9,Evening,Motorcycle,23,1,2.14,winter,149.8,4.8,27.1,68.0,75.4
Chennai,1.091,Swiggy,2200.0,8.4,Morning,Motorcycle,23,0,0.92,summer,114.8,64.7,37.9,61.6,61.6
Mumbai,1.098,Swiggy,3200.0,8.4,Evening,Bicycle,21,0,2.68,summer,115.1,7.7,35.6,73.9,81.9
Hyderabad,1.009,Zomato,3700.0,8.4,Evening,Motorcycle,37,1,2.83,summer,123.5,38.8,35.9,53.5,49.7
Mumbai,0.902,Zomato,3800.0,11.9,Evening,Motorcycle,29,0,3.69,monsoon,88.0,543.7,27.7,70.3,60.3
Ahmedabad,0.857,Both,3500.0,9.6,Afternoon,Scooter,3,0,1.5,monsoon,72.3,81.5,30.8,50.8,46.0
Mumbai,0.8,Zomato,3500.0,6.0,Evening,Motorcycle,39,1,3.03,winter,163.7,5.1,24.9,59.3,53.7
Jaipur,1.091,Swiggy,3100.0,10.3,Night,Scooter,2,0,3.02,winter,257.7,18.4,18.2,77.9,71.1
Kolkata,0.8,Both,4000.0,8.1,Mixed,Bicycle,4,4,2.85,summer,109.1,44.6,35.8,83.5,71.4
Chennai,0.984,Both,3400.0,11.2,Mixed,Scooter,19,1,2.13,monsoon,53.6,78.2,27.7,63.4,65.5
Kolkata,1.026,Both,3400.0,10.1,Morning,Scooter,8,3,1.27,summer,119.2,56.2,32.6,74.7,79.7
Kolkata,0.872,Swiggy,4300.0,11.5,Night,Bicycle,21,1,1.77,summer,152.1,15.0,29.6,71.9,64.3
Jaipur,0.985,Swiggy,4100.0,11.1,Morning,Scooter,9,0,1.1,summer,225.8,11.2,48.7,85.1,62.5
Delhi,1.038,Both,3400.0,10.9,Evening,Motorcycle,5,2,0.79,monsoon,85.8,146.5,32.9,93.7,90.0
Chennai,0.967,Both,3200.0,11.3,Night,Scooter,9,0,2.6,monsoon,68.9,121.6,32.3,63.0,66.1
Mumbai,1.055,Zomato,3200.0,10.6,Evening,Motorcycle,12,2,1.33,monsoon,38.4,697.2,31.8,81.6,90.0
Chennai,0.947,Both,2000.0,7.6,Mixed,Scooter,26,1,0.42,summer,89.4,53.7,37.5,64.8,55.4
Mumbai,0.967,Both,4400.0,6.7,Mixed,Bicycle,9,0,2.1,summer,97.7,7.6,31.7,74.0,79.2
Chennai,0.893,Both,3000.0,7.3,Mixed,Motorcycle,3,1,2.65,winter,117.3,278.8,28.6,62.6,58.7
Chennai,0.984,Zomato,4200.0,10.5,Night,Scooter,2,1,2.51,monsoon,65.3,117.3,25.3,70.8,72.1
Bangalore,1.001,Swiggy,3500.0,6.0,Night,Scooter,10,1,1.21,winter,105.0,3.2,20.9,35.5,43.9
Bangalore,0.889,Zomato,4600.0,9.0,Mixed,Motorcycle,2,1,1.52,summer,51.2,18.7,30.3,32.2,36.8
Kolkata,1.051,Zomato,3900.0,8.5,Afternoon,Scooter,7,3,2.33,winter,177.0,18.5,17.8,80.5,83.0
Kolkata,0.8,Swiggy,4200.0,11.4,Afternoon,Scooter,23,2,2.73,monsoon,83.6,386.9,27.4,72.1,56.9
Bangalore,1.13,Zomato,3000.0,8.8,Afternoon,Scooter,2,1,2.35,winter,101.9,28.1,17.3,40.9,51.5
Chennai,0.83,Zomato,2500.0,8.3,Night,Bicycle,20,2,2.7,winter,106.0,305.1,29.6,68.8,59.9
Ahmedabad,1.125,Zomato,3600.0,11.6,Afternoon,Motorcycle,37,1,1.87,winter,142.8,2.0,20.7,52.0,54.6
Mumbai,1.074,Swiggy,2000.0,8.8,Morning,Scooter,4,1,2.32,summer,137.7,15.1,33.9,73.6,82.2
Mumbai,1.122,Zomato,3100.0,8.5,Night,Scooter,9,0,2.17,monsoon,77.5,548.7,28.5,77.1,90.0
Mumbai,0.865,Both,2500.0,8.0,Night,Scooter,15,0,1.12,winter,142.1,7.6,24.9,65.0,58.8
Hyderabad,0.976,Both,2800.0,9.6,Evening,Scooter,2,1,0.59,summer,138.4,18.5,40.2,58.3,56.4
Bangalore,1.035,Both,4000.0,8.3,Mixed,Scooter,25,1,1.31,monsoon,54.0,184.7,20.0,34.8,42.7
Kolkata,1.051,Both,3900.0,8.3,Night,Motorcycle,36,0,1.41,monsoon,91.5,411.2,32.0,66.8,64.2
Hyderabad,1.101,Swiggy,3400.0,11.9,Mixed,Motorcycle,18,2,3.07,monsoon,30.0,239.9,27.7,58.0,65.1
Delhi,1.078,Swiggy,3800.0,9.1,Afternoon,Scooter,6,1,1.91,winter,468.7,3.7,18.1,98.9,90.0
Ahmedabad,1.057,Both,3100.0,8.1,Morning,Motorcycle,11,0,1.33,monsoon,60.9,68.8,33.8,47.0,51.7
Kolkata,1.059,Swiggy,5400.0,7.0,Afternoon,Motorcycle,17,1,1.84,summer,102.7,46.8,36.6,69.0,67.3
Delhi,1.082,Swiggy,3700.0,9.4,Mixed,Bicycle,2,2,2.16,monsoon,104.9,104.8,34.1,100.0,90.0
Delhi,1.002,Swiggy,3000.0,7.9,Mixed,Scooter,22,1,1.65,summer,284.1,21.3,42.8,96.2,85.9
Delhi,1.138,Zomato,4200.0,8.3,Morning,Scooter,17,2,1.53,winter,464.1,20.8,20.9,99.1,90.0
Mumbai,0.991,Both,4500.0,7.3,Mixed,Bicycle,25,0,1.68,summer,106.1,2.9,36.3,72.7,69.5
Mumbai,0.8,Both,2900.0,9.4,Evening,Scooter,4,2,2.17,winter,113.6,9.5,22.7,70.0,65.5
Ahmedabad,1.149,Both,2400.0,6.4,Mixed,Scooter,23,0,1.86,winter,152.8,4.0,23.3,51.9,55.0
Bangalore,1.056,Zomato,2500.0,9.8,Night,Motorcycle,19,2,1.62,monsoon,60.1,276.8,24.9,39.1,47.0
Bangalore,0.982,Both,3000.0,7.9,Morning,Scooter,7,1,1.38,winter,77.1,57.3,25.6,36.5,44.7
Hyderabad,1.014,Zomato,3500.0,10.4,Evening,Scooter,26,1,2.26,monsoon,48.4,157.9,29.4,55.3,56.0
Chennai,1.181,Zomato,2200.0,10.0,Morning,Motorcycle,3,0,1.69,monsoon,66.6,140.3,30.7,68.2,79.6
Ahmedabad,1.012,Zomato,3200.0,9.2,Afternoon,Scooter,3,0,2.45,summer,183.3,4.3,43.0,60.2,50.5
Kolkata,1.182,Zomato,3300.0,10.7,Night,Bicycle,10,1,3.25,summer,77.3,10.3,38.8,79.7,90.0
Bangalore,1.057,Zomato,3800.0,12.1,Night,Bicycle,52,1,1.1,monsoon,44.8,120.5,19.7,38.4,49.6
Delhi,0.956,Both,4000.0,11.5,Night,Motorcycle,14,0,1.8,winter,328.9,1.4,23.2,88.4,72.8
Lucknow,0.843,Zomato,3800.0,6.4,Night,Scooter,22,0,0.72,monsoon,120.2,120.3,37.8,61.4,53.5
Hyderabad,1.011,Both,4900.0,7.8,Morning,Scooter,7,0,1.81,monsoon,83.7,107.1,23.0,54.4,57.0
Jaipur,1.158,Zomato,4400.0,8.0,Evening,Motorcycle,22,1,3.51,winter,263.6,0.0,10.0,72.4,72.7
Mumbai,0.932,Swiggy,3700.0,10.3,Evening,Motorcycle,10,0,2.47,summer,114.5,31.5,35.8,72.1,63.7
Pune,1.044,Swiggy,2700.0,8.0,Evening,Motorcycle,30,1,1.46,monsoon,65.9,218.7,27.7,48.2,52.1
Chennai,1.184,Both,3000.0,7.9,Afternoon,Motorcycle,21,1,2.37,winter,139.3,207.5,27.3,67.6,73.5
Mumbai,0.8,Both,2400.0,7.5,Night,Motorcycle,7,0,1.1,summer,90.6,6.0,32.4,62.5,54.4
Chennai,1.048,Both,3600.0,9.6,Night,Scooter,2,0,1.1,winter,70.6,177.1,24.0,65.6,66.3
Hyderabad,1.066,Both,3800.0,10.3,Evening,Scooter,60,0,2.52,monsoon,50.3,134.9,30.8,44.8,52.2
Mumbai,1.043,Zomato,4200.0,6.6,Morning,Scooter,18,2,1.75,winter,175.5,0.1,22.0,75.5,84.3
Bangalore,0.8,Zomato,3700.0,8.0,Morning,Scooter,20,2,1.82,summer,82.1,24.3,27.6,30.6,34.8
Pune,0.909,Swiggy,4300.0,6.0,Afternoon,Scooter,7,0,1.96,summer,107.1,4.3,32.3,49.0,45.2
Delhi,0.8,Zomato,4400.0,6.0,Evening,Scooter,7,2,1.8,winter,273.3,7.2,16.6,93.0,74.8
Bangalore,0.842,Swiggy,2700.0,10.0,Mixed,Scooter,3,4,3.04,monsoon,35.9,206.4,24.0,45.8,46.0
Bangalore,1.101,Swiggy,3100.0,9.6,Night,Scooter,60,1,0.83,summer,76.3,46.0,30.7,30.1,40.0
Delhi,0.96,Zomato,3500.0,9.3,Evening,Scooter,30,0,1.36,summer,193.0,16.8,42.5,83.3,70.5
Ahmedabad,1.098,Zomato,2900.0,12.2,Afternoon,Motorcycle,29,1,2.18,winter,174.0,3.1,22.2,55.2,54.0
Kolkata,1.092,Both,3300.0,6.0,Morning,Scooter,20,3,1.07,summer,88.3,27.4,29.8,69.1,78.4
Mumbai,0.865,Swiggy,3700.0,6.0,Morning,Motorcycle,9,2,1.39,summer,130.5,2.0,31.6,70.1,64.8
Lucknow,1.02,Both,3400.0,6.8,Morning,Scooter,11,1,2.69,monsoon,82.2,223.2,30.1,66.4,67.7
Pune,0.81,Swiggy,3500.0,6.0,Mixed,Scooter,6,1,1.33,winter,156.9,4.6,20.8,49.5,45.4
Delhi,1.033,Swiggy,2700.0,7.8,Morning,Motorcycle,13,1,2.65,winter,313.2,29.2,10.0,90.5,87.2
Pune,1.051,Both,3900.0,10.2,Mixed,Motorcycle,7,1,0.92,winter,130.7,11.2,21.2,50.6,54.4
Mumbai,0.973,Zomato,3800.0,9.6,Evening,Motorcycle,6,1,3.64,winter,142.4,7.4,25.1,70.1,72.9
Lucknow,0.8,Zomato,2900.0,11.1,Night,Motorcycle,13,0,2.54,summer,166.4,23.6,48.8,63.4,44.1
Hyderabad,0.821,Both,2500.0,9.7,Mixed,Scooter,3,0,2.56,monsoon,59.1,49.7,27.8,52.1,47.2
Hyderabad,1.2,Both,4500.0,8.2,Night,Motorcycle,17,2,1.69,winter,224.6,3.6,28.6,65.4,71.8
Mumbai,1.075,Zomato,4900.0,7.9,Morning,Motorcycle,6,1,2.01,monsoon,87.2,453.6,30.1,78.7,89.0
Ahmedabad,0.967,Swiggy,3700.0,9.9,Mixed,Motorcycle,9,0,4.16,winter,212.0,1.9,21.2,51.6,47.4
Mumbai,1.115,Swiggy,3200.0,6.0,Morning,Motorcycle,6,2,1.13,winter,130.5,2.9,23.1,73.1,85.5
Delhi,1.177,Both,4300.0,6.0,Evening,Motorcycle,10,0,1.55,monsoon,70.5,99.5,30.7,80.8,90.0
Mumbai,1.145,Swiggy,3900.0,9.8,Night,Scooter,6,2,1.73,summer,97.1,0.0,33.7,78.5,90.0
Kolkata,0.977,Zomato,3300.0,9.5,Afternoon,Scooter,37,0,2.14,monsoon,90.0,200.6,30.7,57.7,57.2
Mumbai,0.96,Both,4300.0,12.1,Night,Scooter,7,1,2.55,monsoon,80.4,374.8,32.3,75.1,80.8
Ahmedabad,1.096,Both,2900.0,10.4,Night,Motorcycle,6,0,2.4,winter,169.7,0.9,21.8,56.7,53.6
Hyderabad,0.972,Swiggy,2900.0,9.6,Mixed,Scooter,2,1,1.14,summer,133.6,18.8,39.6,65.5,58.8
